604347986;-3681;-892;-7355
604348563;-3681;-892;-7355
604349197;-3647;-893;-7373
604349770;-3616;-886;-7384
604350344;-3616;-886;-7384
604350918;-3609;-877;-7372
604351491;-3609;-877;-7372
604352065;-3620;-876;-7344
604352639;-3661;-872;-7308
604353213;-3661;-872;-7308
604353786;-3693;-858;-7273
604354360;-3693;-858;-7273
604354934;-3701;-838;-7249
604355507;-3701;-838;-7249
604356081;-3679;-819;-7224
604356655;-3666;-793;-7195
604357229;-3666;-793;-7195
604357802;-3655;-775;-7176
604358376;-3655;-775;-7176
604358950;-3663;-786;-7156
604359524;-3663;-786;-7156
604360097;-3701;-804;-7142
604360671;-3700;-805;-7141
604361245;-3700;-805;-7141
604361818;-3718;-802;-7148
604362392;-3718;-802;-7148
604362966;-3704;-805;-7178
604363540;-3704;-805;-7178
604364113;-3661;-802;-7217
604364687;-3638;-809;-7251
604365261;-3638;-809;-7251
604365835;-3631;-837;-7284
604366408;-3631;-837;-7284
604366982;-3661;-867;-7310
604367556;-3661;-867;-7310
604368129;-3674;-885;-7337
604368703;-3681;-889;-7359
604369277;-3681;-889;-7359
604369851;-3654;-891;-7378
604370424;-3654;-891;-7378
604370998;-3614;-888;-7390
604371572;-3614;-888;-7390
604372146;-3603;-878;-7381
604372719;-3605;-877;-7354
604373293;-3605;-877;-7354
604373870;-3644;-875;-7319
604374458;-3644;-875;-7319
604375031;-3675;-862;-7282
604375605;-3675;-862;-7282
604376179;-3696;-843;-7246
604376752;-3684;-825;-7228
604377326;-3684;-825;-7228
604377900;-3655;-798;-7221
604378474;-3655;-798;-7221
604379047;-3646;-775;-7200
604379621;-3646;-775;-7200
604380195;-3653;-788;-7173
604380769;-3696;-808;-7153
604381342;-3696;-808;-7153
604381916;-3706;-809;-7150
604382490;-3706;-809;-7150
604383063;-3710;-804;-7156
604383637;-3707;-807;-7176
604384211;-3707;-807;-7176
604384785;-3672;-805;-7209
604385358;-3672;-805;-7209
604385932;-3642;-806;-7246
604386506;-3642;-806;-7246
604387080;-3629;-827;-7282
604387653;-3655;-859;-7308
604388227;-3655;-859;-7308
604388801;-3668;-880;-7332
604389374;-3668;-880;-7332
604389948;-3680;-888;-7354
604390522;-3680;-888;-7354
604391096;-3669;-893;-7371
604391669;-3626;-892;-7387
604392243;-3626;-892;-7387
604392817;-3610;-881;-7385
604393391;-3610;-881;-7385
604393964;-3607;-879;-7364
604394538;-3607;-879;-7364
604395112;-3639;-879;-7331
604395685;-3674;-869;-7298
604396259;-3674;-869;-7298
604396833;-3701;-852;-7274
604397407;-3701;-852;-7274
604397980;-3686;-834;-7250
604398557;-3686;-834;-7250
604399145;-3670;-813;-7215
604399719;-3671;-786;-7191
604400292;-3671;-786;-7191
604400866;-3650;-781;-7181
604401440;-3650;-781;-7181
604402014;-3685;-801;-7166
604402587;-3685;-801;-7166
604403161;-3700;-811;-7160
604403735;-3722;-812;-7156
604404308;-3722;-812;-7156
604404882;-3732;-814;-7170
604405456;-3732;-814;-7170
604406030;-3680;-812;-7207
604406603;-3680;-812;-7207
604407177;-3651;-809;-7240
604407751;-3630;-827;-7275
604408324;-3630;-827;-7275
604408898;-3645;-858;-7305
604409472;-3645;-858;-7305
604410046;-3668;-881;-7328
604410619;-3668;-881;-7328
604411193;-3683;-893;-7346
604411767;-3680;-895;-7362
604412341;-3680;-895;-7362
604412914;-3637;-894;-7383
604413488;-3637;-894;-7383
604414062;-3614;-884;-7388
604414635;-3610;-876;-7371
604415209;-3610;-876;-7371
604415783;-3632;-878;-7339
604416357;-3632;-878;-7339
604416930;-3670;-871;-7302
604417504;-3670;-871;-7302
604418078;-3702;-852;-7269
604418652;-3706;-834;-7241
604419225;-3706;-834;-7241
604419799;-3670;-810;-7221
604420373;-3670;-810;-7221
604420946;-3650;-780;-7199
604421520;-3650;-780;-7199
604422094;-3644;-774;-7173
604422668;-3674;-798;-7155
604423241;-3674;-798;-7155
604423819;-3706;-812;-7147
604424405;-3706;-812;-7147
604424979;-3709;-810;-7144
604425552;-3709;-810;-7144
604426126;-3719;-810;-7154
604426700;-3690;-808;-7183
604427273;-3690;-808;-7183
604427847;-3653;-804;-7218
604428421;-3653;-804;-7218
604428995;-3631;-817;-7254
604429568;-3631;-817;-7254
604430142;-3637;-847;-7283
604430716;-3665;-873;-7308
604431293;-3665;-873;-7308
604431947;-3679;-888;-7330
604432538;-3679;-888;-7330
604433162;-3682;-892;-7347
604433735;-3643;-894;-7368
604434309;-3643;-894;-7368
604434883;-3612;-886;-7379
604435456;-3612;-886;-7379
604436030;-3606;-878;-7366
604436604;-3606;-878;-7366
604437178;-3618;-881;-7338
604437751;-3660;-878;-7304
604438325;-3660;-878;-7304
604438899;-3691;-863;-7272
604439473;-3691;-863;-7272
604440046;-3699;-841;-7247
604440624;-3699;-841;-7247
604441232;-3673;-820;-7220
604441806;-3653;-793;-7196
604442379;-3653;-793;-7196
604442953;-3645;-776;-7176
604443527;-3645;-776;-7176
604444101;-3664;-793;-7154
604444674;-3705;-812;-7141
604445248;-3705;-812;-7141
604445822;-3703;-811;-7144
604446396;-3703;-811;-7144
604446969;-3719;-810;-7149
604447543;-3719;-810;-7149
604448117;-3706;-813;-7176
604448694;-3662;-809;-7214
604449312;-3662;-809;-7214
604449886;-3641;-815;-7247
604450459;-3641;-815;-7247
604451033;-3633;-841;-7278
604451607;-3633;-841;-7278
604452181;-3662;-868;-7300
604452754;-3674;-885;-7324
604453328;-3674;-885;-7324
604453902;-3681;-891;-7345
604454475;-3681;-891;-7345
604455049;-3656;-896;-7363
604455623;-3656;-896;-7363
604456197;-3619;-893;-7376
604456770;-3611;-884;-7370
604457344;-3611;-884;-7370
604457918;-3616;-884;-7348
604458491;-3616;-884;-7348
604459065;-3654;-885;-7313
604459639;-3686;-871;-7277
604460213;-3686;-871;-7277
604460786;-3704;-848;-7243
604461360;-3704;-848;-7243
604461934;-3687;-829;-7218
604462508;-3687;-829;-7218
604463081;-3660;-804;-7201
604463655;-3652;-781;-7183
604464229;-3652;-781;-7183
604464802;-3659;-788;-7161
604465376;-3659;-788;-7161
604465950;-3701;-810;-7145
604466524;-3701;-810;-7145
604467097;-3710;-815;-7146
604467671;-3721;-812;-7153
604468245;-3721;-812;-7153
604468819;-3715;-816;-7173
604469392;-3715;-816;-7173
604469966;-3671;-815;-7208
604470540;-3671;-815;-7208
604471113;-3643;-816;-7243
604471687;-3633;-837;-7275
604472261;-3633;-837;-7275
604472835;-3659;-868;-7299
604473408;-3659;-868;-7299
604473986;-3671;-886;-7322
604474573;-3671;-886;-7322
604475147;-3681;-893;-7345
604475720;-3668;-896;-7364
604476294;-3668;-896;-7364
604476868;-3626;-895;-7377
604477442;-3626;-895;-7377
604478015;-3612;-885;-7373
604478589;-3612;-885;-7373
604479163;-3610;-882;-7353
604479736;-3641;-884;-7321
604480310;-3641;-884;-7321
604480884;-3674;-873;-7284
604481458;-3674;-873;-7284
604482031;-3703;-852;-7252
604482605;-3703;-852;-7252
604483179;-3699;-833;-7231
604483753;-3661;-806;-7217
604484326;-3661;-806;-7217
604484900;-3646;-776;-7196
604485474;-3646;-776;-7196
604486047;-3649;-780;-7170
604486621;-3649;-780;-7170
604487195;-3688;-803;-7154
604487769;-3705;-811;-7151
604488342;-3705;-811;-7151
604488916;-3717;-811;-7150
604489490;-3717;-811;-7150
604490064;-3724;-811;-7164
604490637;-3679;-808;-7199
604491211;-3679;-808;-7199
604491785;-3648;-806;-7232
604492358;-3648;-806;-7232
604492932;-3629;-824;-7267
604493506;-3629;-824;-7267
604494080;-3644;-855;-7297
604494653;-3665;-878;-7321
604495227;-3665;-878;-7321
604495801;-3678;-890;-7340
604496375;-3678;-890;-7340
604496948;-3675;-894;-7358
604497522;-3675;-894;-7358
604498096;-3631;-894;-7379
604498673;-3608;-885;-7383
604499260;-3608;-885;-7383
604499834;-3603;-879;-7367
604500408;-3603;-879;-7367
604500981;-3625;-885;-7336
604501555;-3625;-885;-7336
604502129;-3664;-879;-7300
604502703;-3699;-859;-7270
604503276;-3699;-859;-7270
604503850;-3702;-837;-7250
604504424;-3702;-837;-7250
604504998;-3668;-814;-7224
604505571;-3668;-814;-7224
604506145;-3652;-786;-7195
604506719;-3645;-777;-7175
604507292;-3645;-777;-7175
604507866;-3674;-796;-7159
604508440;-3674;-796;-7159
604509014;-3705;-811;-7154
604509587;-3705;-811;-7154
604510161;-3710;-812;-7157
604510735;-3724;-812;-7167
604511308;-3724;-812;-7167
604511882;-3692;-811;-7198
604512456;-3692;-811;-7198
604513030;-3654;-808;-7235
604513603;-3654;-808;-7235
604514177;-3633;-821;-7270
604514751;-3636;-850;-7300
604515325;-3636;-850;-7300
604515898;-3663;-875;-7322
604516472;-3663;-875;-7322
604517046;-3678;-888;-7343
604517619;-3678;-888;-7343
604518193;-3681;-892;-7359
604518767;-3646;-895;-7379
604519341;-3646;-895;-7379
604519914;-3616;-890;-7390
604520488;-3616;-890;-7390
604521062;-3609;-882;-7380
604521636;-3609;-882;-7380
604522209;-3620;-885;-7355
604522783;-3660;-883;-7320
604523357;-3660;-883;-7320
604523934;-3692;-867;-7285
604524520;-3692;-867;-7285
604525094;-3703;-845;-7249
604525668;-3675;-825;-7224
604526241;-3675;-825;-7224
604526815;-3649;-795;-7206
604527389;-3649;-795;-7206
604527963;-3644;-778;-7183
604528536;-3644;-778;-7183
604529110;-3665;-797;-7161
604529684;-3705;-817;-7148
604530258;-3705;-817;-7148
604530831;-3705;-817;-7150
604531405;-3705;-817;-7150
604531979;-3718;-815;-7159
604532552;-3718;-815;-7159
604533182;-3706;-819;-7187
604533773;-3664;-813;-7224
604534397;-3664;-813;-7224
604534971;-3641;-819;-7258
604535544;-3641;-819;-7258
604536118;-3635;-845;-7288
604536692;-3665;-872;-7309
604537265;-3665;-872;-7309
604537839;-3677;-889;-7333
604538413;-3677;-889;-7333
604538987;-3681;-892;-7353
604539560;-3681;-892;-7353
604540134;-3655;-896;-7372
604540711;-3617;-894;-7386
604541320;-3617;-894;-7386
604541893;-3607;-884;-7379
604542467;-3607;-884;-7379
604543041;-3611;-884;-7354
604543615;-3611;-884;-7354
604544188;-3650;-885;-7318
604544762;-3683;-870;-7281
604545336;-3683;-870;-7281
604545910;-3702;-846;-7247
604546483;-3702;-846;-7247
604547057;-3684;-826;-7221
604547631;-3684;-826;-7221
604548204;-3655;-799;-7204
604548782;-3648;-777;-7185
604549436;-3648;-777;-7185
604550010;-3657;-786;-7163
604550584;-3657;-786;-7163
604551158;-3701;-807;-7147
604551731;-3710;-812;-7150
604552305;-3710;-812;-7150
604552879;-3718;-810;-7158
604553453;-3718;-810;-7158
604554026;-3714;-814;-7179
604554600;-3714;-814;-7179
604555174;-3675;-811;-7214
604555747;-3645;-811;-7250
604556321;-3645;-811;-7250
604556895;-3633;-831;-7283
604557469;-3633;-831;-7283
604558042;-3658;-861;-7306
604558616;-3658;-861;-7306
604559190;-3670;-881;-7331
604559764;-3680;-889;-7353
604560337;-3680;-889;-7353
604560911;-3668;-894;-7371
604561485;-3668;-894;-7371
604562058;-3625;-893;-7385
604562632;-3625;-893;-7385
604563206;-3611;-883;-7383
604563780;-3608;-882;-7359
604564353;-3608;-882;-7359
604564927;-3641;-884;-7326
604565501;-3641;-884;-7326
604566074;-3676;-872;-7291
604566648;-3704;-851;-7263
604567222;-3704;-851;-7263
604567796;-3687;-830;-7240
604568369;-3687;-830;-7240
604568943;-3664;-807;-7205
604569517;-3664;-807;-7205
604570091;-3662;-781;-7177
604570664;-3648;-777;-7162
604571238;-3648;-777;-7162
604571812;-3685;-797;-7147
604572385;-3685;-797;-7147
604572959;-3700;-808;-7144
604573536;-3700;-808;-7144
604574124;-3720;-810;-7147
604574698;-3726;-813;-7165
604575271;-3726;-813;-7165
604575845;-3676;-810;-7203
604576419;-3676;-810;-7203
604576992;-3646;-808;-7236
604577566;-3646;-808;-7236
604578140;-3626;-828;-7270
604578714;-3645;-858;-7295
604579287;-3645;-858;-7295
604579861;-3664;-879;-7316
604580435;-3664;-879;-7316
604581008;-3678;-889;-7334
604581582;-3678;-889;-7334
604582156;-3673;-893;-7353
604582730;-3632;-895;-7375
604583303;-3632;-895;-7375
604583877;-3612;-887;-7376
604584451;-3612;-887;-7376
604585025;-3607;-881;-7358
604585598;-3607;-881;-7358
604586172;-3631;-885;-7331
604586746;-3668;-878;-7297
604587319;-3668;-878;-7297
604587893;-3703;-859;-7269
604588467;-3703;-859;-7269
604589041;-3699;-836;-7248
604589614;-3699;-836;-7248
604590188;-3666;-811;-7215
604590762;-3652;-783;-7184
604591336;-3652;-783;-7184
604591909;-3641;-775;-7166
604592483;-3641;-775;-7166
604593057;-3675;-794;-7149
604593630;-3675;-794;-7149
604594204;-3701;-808;-7145
604594778;-3715;-809;-7148
604595352;-3715;-809;-7148
604595925;-3728;-810;-7162
604596499;-3728;-810;-7162
604597073;-3685;-809;-7195
604597647;-3650;-805;-7230
604598220;-3650;-805;-7230
604598797;-3630;-820;-7266
604599385;-3630;-820;-7266
604599959;-3639;-849;-7294
604600532;-3639;-849;-7294
604601106;-3664;-872;-7316
604601680;-3678;-884;-7335
604602253;-3678;-884;-7335
604602827;-3677;-888;-7353
604603401;-3677;-888;-7353
604603975;-3636;-891;-7376
604604548;-3636;-891;-7376
604605122;-3611;-884;-7385
604605696;-3606;-878;-7371
604606270;-3606;-878;-7371
604606843;-3621;-883;-7341
604607417;-3621;-883;-7341
604607991;-3661;-880;-7305
604608564;-3661;-880;-7305
604609138;-3695;-862;-7274
604609712;-3700;-837;-7249
604610286;-3700;-837;-7249
604610859;-3670;-814;-7220
604611433;-3670;-814;-7220
604612007;-3650;-786;-7192
604612580;-3650;-786;-7192
604613154;-3641;-772;-7169
604613728;-3668;-791;-7151
604614302;-3668;-791;-7151
604614875;-3707;-810;-7144
604615449;-3707;-810;-7144
604616023;-3711;-812;-7149
604616597;-3711;-812;-7149
604617170;-3725;-812;-7160
604617744;-3702;-815;-7190
604618318;-3702;-815;-7190
604618891;-3661;-811;-7229
604619465;-3661;-811;-7229
604620039;-3637;-818;-7262
604620613;-3637;-818;-7262
604621186;-3637;-845;-7290
604621760;-3666;-871;-7311
604622334;-3666;-871;-7311
604622908;-3678;-886;-7331
604623485;-3678;-886;-7331
604624071;-3680;-890;-7346
604624645;-3647;-895;-7367
604625218;-3647;-895;-7367
604625792;-3615;-892;-7380
604626366;-3615;-892;-7380
604626940;-3610;-885;-7370
604627513;-3610;-885;-7370
604628087;-3618;-887;-7345
604628661;-3659;-886;-7307
604629235;-3659;-886;-7307
604629808;-3691;-869;-7268
604630382;-3691;-869;-7268
604630956;-3704;-845;-7232
604631529;-3704;-845;-7232
604632103;-3681;-825;-7212
604632677;-3653;-797;-7201
604633251;-3653;-797;-7201
604633824;-3646;-776;-7177
604634398;-3646;-776;-7177
604634972;-3663;-793;-7154
604635546;-3663;-793;-7154
604636123;-3707;-814;-7141
604636764;-3710;-815;-7144
604637342;-3710;-815;-7144
604637930;-3720;-814;-7153
604638553;-3720;-814;-7153
604639127;-3713;-817;-7175
604639701;-3672;-813;-7210
604640274;-3672;-813;-7210
604640852;-3645;-816;-7244
604641460;-3645;-816;-7244
604642034;-3637;-838;-7273
